,Simplified,Pinyin,English,Level,Part of Speech,No.
4358,卡片,kǎpiàn,card,6,名,760.0
4359,开创,kāichuàng,to start; to initiate,6,动,761.0
4360,开关,kāiguān,switch,6,名,762.0
4361,开启,kāiqǐ,to open; to start,6,动,763.0
4362,开设,kāishè,to open a business or course,6,动,764.0
4363,开头,kāitóu,to start; to begin; beginning,6,动、名,765.0
4364,砍,kǎn,to cut; to chop,6,动,766.0
4365,看不起,kànbuqǐ,to look down upon,6,动,767.0
4366,看待,kàndài,to regard; to treat,6,动,768.0
4367,看得起,kàndeqǐ,to think highly of,6,动,769.0
4368,看好,kànhǎo,to be optimistic about; to fancy,6,动,770.0
4369,看似,kànsì,to seem; to appear,6,动,771.0
4370,看中,kànzhòng,to take a fancy to,6,动,772.0
4371,看重,kànzhòng,to value; to regard as important,6,动,773.0
4372,康复,kāngfù,to recover,6,动,774.0
4373,考察,kǎochá,to investigate; to inspect,6,动,775.0
4374,考古,kǎogǔ,to engage in archaeology; archaeology,6,动、名,776.0
4375,考核,kǎohé,to assess; to examine,6,动,777.0
4376,考验,kǎoyàn,to test; to put to the test,6,动,778.0
4377,科,kē,field; branch of study,6,名,779.0
4378,科幻,kēhuàn,science fiction,6,名,780.0
4379,科目,kēmù,subject; course,6,名,781.0
4380,科普,kēpǔ,to popularize science,6,动,782.0
4381,可口,kěkǒu,delicious; tasty,6,形,783.0
4382,可怜,kělián,pitiful; to pity,6,形、动,784.0
4383,渴望,kěwàng,to long for; to thirst for,6,动,785.0
4384,可行,kěxíng,feasible; workable,6,形,786.0
4385,客车,kèchē,passenger bus,6,名,787.0
4386,课题,kètí,topic; research question,6,名,788.0
4387,肯,kěn,to be willing,6,动,789.0
4388,恐惧,kǒngjù,fearful; terrified,6,形,790.0
4389,空地,kòngdì,open space; vacant land,6,名,791.0
4390,空闲,kòngxián,free; leisure; free time,6,形、名,792.0
4391,口感,kǒugǎn,taste; texture,6,名,793.0
4392,口号,kǒuhào,slogan,6,名,794.0
4393,口腔,kǒuqiāng,oral cavity,6,名,795.0
4394,口头,kǒutóu,oral; 动al; superficial,6,名、形,796.0
4395,扣,kòu,to deduct; to button; button,6,动、名,797.0
4396,枯燥,kūzào,dry; boring,6,形,798.0
4397,酷,kù,cool; awesome,6,形,799.0
4398,夸,kuā,to boast; to praise,6,动,800.0
4399,夸奖,kuājiǎng,to praise,6,动,801.0
4400,夸张,kuāzhāng,exaggerated,6,形,802.0
4401,会计,kuàijì,accountant,6,名,803.0
4402,快捷,kuàijié,fast; quick,6,形,804.0
4403,款,kuǎn,sum of money; measure word for items,6,名、量,805.0
4404,款式,kuǎnshì,style; design,6,名,806.0
4405,亏损,kuīsǔn,to lose money,6,动,807.0
4406,困扰,kùnrǎo,to trouble; to disturb,6,动,808.0
4407,扩展,kuòzhǎn,to expand,6,动,809.0
4408,落,là,to leave behind; to lag behind,6,动,810.0
4409,辣椒,làjiāo,chili pepper,6,名,811.0
4410,啦,la,particle expressing excitement or certainty,6,助,812.0
4411,来临,láilín,to come; to arrive,6,动,813.0
4412,往来,láiwǎng,to come and go,6,动,814.0
4413,赖,lài,bad; to rely on; to depend on,6,形、动,815.0
4414,拦,lán,to block,6,动,816.0
4415,栏,lán,railing; column,6,名,817.0
4416,兰花,lánhuā,orchid,6,名,818.0
4417,烂,làn,rotten; worn-out; soft,6,形,819.0
4418,狼,láng,wolf,6,名,820.0
4419,朗读,lǎngdú,to read aloud,6,动,821.0
4420,牢,láo,prison; firm; solid,6,名、形,822.0
4421,劳动力,láodònglì,labor force,6,名,823.0
4422,老实,lǎoshi,honest; well-behaved,6,形,824.0
4423,老鼠,lǎoshǔ,mouse,6,名,825.0
4424,老太太,lǎotàitai,old lady,6,名,826.0
4425,乐于,lèyú,to be happy to; to be willing to,6,动,827.0
4426,雷,léi,thunder,6,名,828.0
4427,类别,lèibié,category,6,名,829.0
4428,理,lǐ,reason; logic; to manage,6,名、动,830.0
4429,理财,lǐcái,to manage money,6,动,831.0
4430,理科,lǐkē,science; sciences,6,名,832.0
4431,理念,lǐniàn,idea; concept,6,名,833.0
4432,理性,lǐxìng,rational; reasonable; reason,6,形、名,834.0
4433,立,lì,to stand; to set up,6,动,835.0
4434,粒,lì,grain; measure word for small particles,6,名、量,836.0
4435,立场,lìchǎng,position; standpoint,6,名,837.0
4436,力度,lìdù,intensity; strength,6,名,838.0
4437,历经,lìjīng,to experience; to go through,6,动,839.0
4438,历年,lìnián,over the years,6,名,840.0
4439,例外,lìwài,to be an exception; exception,6,动、名,841.0
4440,利息,lìxī,interest,6,名,842.0
4441,联合国,Liánhéguó,United Nations,6,名,843.0
4442,联网,liánwǎng,to network; to connect to the internet,6,动,844.0
4443,联想,liánxiǎng,to associate; to connect,6,动,845.0
4444,链接,liànjiē,to link,6,动,846.0
4445,两岸,liǎng’àn,both sides; both coasts,6,名,847.0
4446,两极,liǎngjí,two poles,6,名,848.0
4447,晾,liàng,to dry; to air,6,动,849.0
4448,料1,liào,material,6,名,850.0
4449,料2,liào,to guess; to anticipate,6,动,851.0
4450,淋,lín,to drench; to pour,6,动,852.0
4451,凌晨,língchén,very early morning; dawn,6,名,853.0
4452,流程,liúchéng,process; flow,6,名,854.0
4453,流动,liúdòng,to flow,6,动,855.0
4454,浏览器,liúlǎnqì,browser,6,名,856.0
4455,流量,liúliàng,traffic; internet data; flow rate,6,名,857.0
4456,流入,liúrù,to flow into,6,动,858.0
4457,流通,liútōng,to circulate,6,动,859.0
4458,楼道,lóudào,corridor; hallway,6,名,860.0
4459,露,lòu,to expose; to reveal,6,动,861.0
4460,漏洞,lòudòng,loophole; leak,6,名,862.0
4461,露1,lù,to expose; to reveal,6,动,863.0
4462,路程,lùchéng,distance; journey,6,名,864.0
4463,路况,lùkuàng,road conditions,6,名,865.0
4464,路面,lùmiàn,road surface,6,名,866.0
4465,录像,lùxiàng,video recording; to record,6,动、名,867.0
4466,录用,lùyòng,to hire; to recruit,6,动,868.0
4467,录制,lùzhì,to record,6,动,869.0
4468,旅程,lǚchéng,journey,6,名,870.0
4469,旅途,lǚtú,trip; journey,6,名,871.0
4470,履行,lǚxíng,to perform; to fulfill,6,动,872.0
4471,率,lǜ,suffix meaning rate; proportion,6,后缀,873.0
4472,绿化,lǜhuà,to afforest; to green,6,动,874.0
4473,轮,lún,wheel; to take turns; measure word for rounds,6,名、动、量,875.0
4474,轮船,lúnchuán,steamship; ship,6,名,876.0
4475,轮流,lúnliú,to take turns,6,动,877.0
4476,轮椅,lúnyǐ,wheelchair,6,名,878.0
4477,轮子,lúnzi,wheel,6,名,879.0
4478,论坛,lùntán,forum,6,名,880.0
4479,落地,luòdì,to land,6,动,881.0
4480,落后,luòhòu,to lag behind; backward,6,动、形,882.0
4481,马虎,mǎhu,careless; sloppy,6,形,883.0
4482,码头,mǎtóu,dock; pier,6,名,884.0
4483,蚂蚁,mǎyǐ,ant,6,名,885.0
4484,嘛,ma,particle indicating obviousness or emphasis,6,助,886.0
4485,埋,mái,to bury,6,动,887.0
4486,迈,mài,to step; to stride,6,动,888.0
4487,麦克风,màikèfēng,microphone,6,名,889.0
4488,漫长,màncháng,very long; lengthy,6,形,890.0
4489,漫画,mànhuà,comic; cartoon,6,名,891.0
4490,盲人,mángrén,blind person,6,名,892.0
4491,冒,mào,to emit; to risk,6,动,893.0
4492,冒险,màoxiǎn,to take a risk,6,动,894.0
4493,贸易,màoyì,trade,6,名,895.0
4494,煤,méi,coal,6,名,896.0
4495,梅花,méihuā,plum blossom,6,名,897.0
4496,眉毛,méimao,eyebrow,6,名,898.0
4497,美观,měiguān,beautiful; aesthetically pleasing,6,形,899.0
4498,弥补,míbǔ,to compensate; to make up for,6,动,900.0
4499,迷人,mírén,charming; fascinating,6,形,901.0
4500,密,mì,dense; close,6,形,902.0
4501,密度,mìdù,density,6,名,903.0
4502,蜜蜂,mìfēng,bee,6,名,904.0
4503,密集,mìjí,to concentrate; dense,6,动、形,905.0
4504,棉,mián,cotton,6,名,906.0
4505,免,miǎn,to exempt; to avoid,6,动,907.0
4506,勉强,miǎnqiǎng,reluctant; to force oneself,6,形、动,908.0
4507,免税,miǎnshuì,tax-free; duty-free,6,动,909.0
4508,免疫,miǎnyì,to be immune,6,动,910.0
4509,面部,miànbù,face; facial part,6,名,911.0
4510,面粉,miànfěn,flour,6,名,912.0
4511,面子,miànzi,face; reputation,6,名,913.0
4512,描绘,miáohuì,to depict,6,动,914.0
4513,描写,miáoxiě,to describe,6,动,915.0
4514,妙,miào,wonderful; excellent,6,形,916.0
4515,灭,miè,to extinguish; to destroy,6,动,917.0
4516,民歌,míngē,folk song,6,名,918.0
4517,民间,mínjiān,folk; among the people,6,名,919.0
4518,民俗,mínsú,folk custom,6,名,920.0
4519,民宿,mínsù,homestay,6,名,921.0
4520,民众,mínzhòng,public; populace,6,名,922.0
4521,民主,mínzhǔ,democracy; democratic,6,名、形,923.0
4522,名额,míng’é,quota; number of places,6,名,924.0
4523,明亮,míngliàng,bright,6,形,925.0
4524,明明,míngmíng,obviously; clearly,6,副,926.0
4525,名气,míngqi,fame; reputation,6,名,927.0
4526,名胜,míngshèng,famous scenic spot,6,名,928.0
4527,命令,mìnglìng,to order; to command; order,6,动、名,929.0
4528,命名,mìngmíng,to name,6,动,930.0
4529,模仿,mófǎng,to imitate,6,动,931.0
4530,模拟,mónǐ,to simulate,6,动,932.0
4531,模特儿,mótèr,model,6,名,933.0
4532,摩托车,mótuōchē,motorcycle,6,名,934.0
4533,模型,móxíng,model; mold,6,名,935.0
4534,默默,mòmò,silently,6,副,936.0
4535,模样,múyàng,appearance; look,6,名,937.0
4536,母,mǔ,female,6,形,938.0
4537,母语,mǔyǔ,mother tongue,6,名,939.0
4538,木材,mùcái,timber; wood,6,名,940.0
4539,目录,mùlù,catalog; list,6,名,941.0
4540,奶粉,nǎifěn,milk powder,6,名,942.0
4541,难点,nándiǎn,difficult point,6,名,943.0
4542,南极洲,Nánjízhōu,Antarctica,6,名,944.0
4543,南美洲,Nánměizhōu,South America,6,名,945.0
4544,难免,nánmiǎn,inevitable; hard to avoid,6,形,946.0
4545,脑袋,nǎodai,head,6,名,947.0
4546,脑子,nǎozi,brain,6,名,948.0
4547,内涵,nèihán,connotation,6,名,949.0
4548,内科,nèikē,internal medicine,6,名,950.0
4549,内外,nèiwài,inside and outside,6,名,951.0
4550,内衣,nèiyī,underwear,6,名,952.0
4551,能量,néngliàng,energy,6,名,953.0
4552,能源,néngyuán,energy,6,名,954.0
4553,泥,ní,mud,6,名,955.0
4554,年度,niándù,year,6,名,956.0
4555,年终,niánzhōng,end of the year,6,名,957.0
4556,念书,niànshū,to study; to attend school,6,动,958.0
4557,扭,niǔ,to twist; to turn,6,动,959.0
4558,农产品,nóngchǎnpǐn,agricultural product,6,名,960.0
4559,浓厚,nónghòu,strong; rich,6,形,961.0
4560,农田,nóngtián,farmland,6,名,962.0
4561,暖,nuǎn,warm; to warm up,6,形、动,963.0
4562,暖气,nuǎnqì,heater,6,名,964.0
4563,偶像,ǒuxiàng,idol,6,名,965.0
4564,排除,páichú,to exclude; to eliminate,6,动,966.0
4565,排放,páifàng,to emit; to discharge,6,动,967.0
4566,排练,páiliàn,to rehearse,6,动,968.0
4567,排名,páimíng,to rank,6,动,969.0
4568,盘,pán,measure word for plates; coils; (to coil),6,量、（动）,970.0
4569,盼望,pànwàng,to long for; to look forward to,6,动,971.0
4570,庞大,pángdà,huge,6,形,972.0
4571,抛,pāo,to throw,6,动,973.0
4572,泡,pào,bubble; to steep,6,名、动,974.0
4573,赔偿,péicháng,to compensate,6,动,975.0
4574,陪同,péitóng,to accompany,6,动,976.0
4575,培育,péiyù,to cultivate; to breed,6,动,977.0
4576,配备,pèibèi,to equip; to allocate; equipment,6,动、名,978.0
4577,佩服,pèifú,to admire,6,动,979.0
4578,配套,pèitào,to form a complete set,6,动,980.0
4579,喷,pēn,to spray,6,动,981.0
4580,捧,pěng,to hold in both hands; (measure word for handfuls),6,动、量,982.0
4581,碰撞,pèngzhuàng,to collide,6,动,983.0
4582,披,pī,to drape over,6,动,984.0
4583,皮,pí,skin; leather; tough; pliable,6,名、形,985.0
4584,疲劳,píláo,tired,6,形,986.0
4585,片刻,piànkè,short moment,6,名,987.0
4586,片面,piànmiàn,one-sided,6,形,988.0
4587,骗子,piànzi,swindler,6,名,989.0
4588,飘,piāo,to float; light; airy,6,动、形,990.0
4589,漂,piāo,to drift,6,动,991.0
4590,频道,píndào,channel,6,名,992.0
4591,频繁,pínfán,frequent,6,形,993.0
4592,贫困,pínkùn,poor; impoverished,6,形,994.0
4593,频率,pínlǜ,frequency,6,名,995.0
4594,品尝,pǐncháng,to taste,6,动,996.0
4595,平等,píngděng,equal,6,形,997.0
4596,平凡,píngfán,ordinary,6,形,998.0
4597,平方,píngfāng,square; measure word,6,名、量,999.0
4598,平方米,píngfāngmǐ,square meter,6,量,1000.0
4599,评估,pínggū,to evaluate; to assess,6,动,1001.0
4600,评论,pínglùn,to comment; comment,6,动、名,1002.0
4601,评选,píngxuǎn,to select; to choose,6,动,1003.0
4602,坡,pō,slope; sloping,6,名、形,1004.0
4603,泼,pō,to splash,6,动,1005.0
4604,破产,pòchǎn,to go bankrupt,6,动,1006.0
4605,迫切,pòqiè,urgent; pressing,6,形,1007.0
4606,扑,pū,to pounce on,6,动,1008.0
4607,铺,pū,to spread; to pave,6,动,1009.0
4608,扑灭,pūmiè,to extinguish,6,动,1010.0
4609,朴素,pǔsù,simple; plain,6,形,1011.0
4610,欺骗,qīpiàn,to deceive,6,动,1012.0
4611,期望,qīwàng,to expect; to hope for,6,动,1013.0
4612,期限,qīxiàn,time limit,6,名,1014.0
4613,其间,qíjiān,in the meantime,6,名,1015.0
4614,齐全,qíquán,complete; full set,6,形,1016.0
4615,棋子,qízǐ,chess piece,6,名,1017.0
4616,起初,qǐchū,at first,6,名,1018.0
4617,起点,qǐdiǎn,starting point,6,名,1019.0
4618,启动,qǐdòng,to start,6,动,1020.0
4619,启发,qǐfā,to inspire,6,动,1021.0
4620,启示,qǐshì,to reveal; enlightenment,6,动、名,1022.0
4621,启事,qǐshì,notice; announcement,6,名,1023.0
4622,起源,qǐyuán,to originate; origin,6,动、名,1024.0
4623,气氛,qìfēn,atmosphere,6,名,1025.0
4624,气体,qìtǐ,gas,6,名,1026.0
4625,气味,qìwèi,smell; odor,6,名,1027.0
4626,气质,qìzhì,temperament,6,名,1028.0
4627,恰当,qiàdàng,appropriate,6,形,1029.0
4628,恰好,qiàhǎo,just right; exactly,6,副,1030.0
4629,恰恰,qiàqià,just; exactly,6,副,1031.0
4630,牵,qiān,to pull; to involve,6,动,1032.0
4631,千家万户,qiānjiā-wànhù,,6,countless households,1033.0
4632,谦虚,qiānxū,modest; to be modest,6,形、动,1034.0
4633,前景,qiánjǐng,prospect; future,6,名,1035.0
4634,潜力,qiánlì,potential,6,名,1036.0
4635,前期,qiánqī,early stage,6,名,1037.0
4636,前提,qiántí,premise,6,名,1038.0
4637,前者,qiánzhě,the former,6,名,1039.0
4638,枪,qiāng,gun,6,名,1040.0
4639,墙壁,qiángbì,wall,6,名,1041.0
4640,强化,qiánghuà,to strengthen,6,动,1042.0
4641,强壮,qiángzhuàng,strong; robust; to strengthen,6,形、动,1043.0
4642,强迫,qiǎngpò,to force,6,动,1044.0
4643,瞧,qiáo,to look; to see,6,动,1045.0
4644,桥梁,qiáoliáng,bridge,6,名,1046.0
4645,巧妙,qiǎomiào,clever; ingenious,6,形,1047.0
4646,切实,qièshí,practical; realistic,6,形,1048.0
4647,亲密,qīnmì,close; intimate,6,形,1049.0
4648,亲属,qīnshǔ,relative,6,名,1050.0
4649,勤劳,qínláo,hardworking,6,形,1051.0
4650,清,qīng,clear; to clear,6,形、动,1052.0
4651,清晨,qīngchén,early morning,6,名,1053.0
4652,青春,qīngchūn,youth,6,名,1054.0
4653,青春期,qīngchūnqī,adolescence,6,名,1055.0
4654,清淡,qīngdàn,light; mild,6,形,1056.0
4655,清洁,qīngjié,clean,6,形,1057.0
4656,清理,qīnglǐ,to clean,6,动,1058.0
4657,清扫,qīngsǎo,to sweep,6,动,1059.0
4658,倾听,qīngtīng,to listen attentively,6,动,1060.0
4659,清洗,qīngxǐ,to wash,6,动,1061.0
4660,清晰,qīngxī,clear,6,形,1062.0
4661,倾向,qīngxiàng,to tend; tendency,6,动、名,1063.0
4662,清醒,qīngxǐng,sober; to wake up,6,形、动,1064.0
4663,情节,qíngjié,plot,6,名,1065.0
4664,晴朗,qínglǎng,sunny; clear,6,形,1066.0
4665,情形,qíngxing,situation,6,名,1067.0
4666,求,qiú,to request; to seek,6,动,1068.0
4667,求婚,qiúhūn,to propose marriage,6,动,1069.0
4668,求救,qiújiù,to cry for help,6,动,1070.0
4669,求职,qiúzhí,to apply for a job,6,动,1071.0
4670,求助,qiúzhù,to ask for help,6,动,1072.0
4671,区分,qūfēn,to differentiate,6,动,1073.0
4672,渠道,qúdào,channel,6,名,1074.0
4673,曲,qǔ,song; tune,6,名,1075.0
4674,娶,qǔ,to marry,6,动,1076.0
4675,取代,qǔdài,to replace,6,动,1077.0
4676,趣味,qùwèi,interest; delight,6,名,1078.0
4677,圈,quān,circle; ring; to circle,6,名、动,1079.0
4678,全程,quánchéng,whole journey,6,名,1080.0
4679,权力,quánlì,power; authority,6,名,1081.0
4680,券,quàn,ticket; coupon,6,名,1082.0
4681,缺陷,quēxiàn,defect,6,名,1083.0
4682,确立,quèlì,to establish,6,动,1084.0
4683,群众,qúnzhòng,crowd; masses,6,名,1085.0
4684,燃料,ránliào,fuel,6,名,1086.0
4685,染,rǎn,to dye,6,动,1087.0
4686,热点,rèdiǎn,hot spot,6,名,1088.0
4687,热度,rèdù,heat,6,名,1089.0
4688,热门,rèmén,hot; popular,6,名,1090.0
4689,热水器,rèshuǐqì,water heater,6,名,1091.0
4690,热线,rèxiàn,hotline,6,名,1092.0
4691,热议,rèyì,heated discussion,6,动,1093.0
4692,人工智能,rénɡōnɡ zhìnéng,,6,artificial intelligence,1094.0
4693,人家,rénjia,other people; I; you,6,代,1095.0
4694,人均,rénjūn,per capita,6,动,1096.0
4695,人山人海,rénshān-rénhǎi,,6,a sea of people,1097.0
4696,人士,rénshì,personage; figure,6,名,1098.0
4697,人事,rénshì,personnel; human resources,6,名,1099.0
4698,人为,rénwéi,man-made,6,形,1100.0
4699,人行道,rénxíngdào,sidewalk,6,名,1101.0
4700,忍受,rěnshòu,to endure,6,动,1102.0
4701,认错,rèncuò,to admit a mistake,6,动,1103.0
4702,认定,rèndìng,to determine; to conclude,6,动,1104.0
4703,认可,rènkě,to approve,6,动,1105.0
4704,认同,rèntóng,to identify with,6,动,1106.0
4705,认知,rènzhī,to recognize; to be aware of,6,动,1107.0
4706,仍旧,rénɡjiù,still; yet,6,副,1108.0
4707,日后,rìhòu,in the future,6,名,1109.0
4708,日前,rìqián,a few days ago,6,名,1110.0
4709,日夜,rìyè,day and night,6,名,1111.0
4710,日益,rìyì,increasingly; day by day,6,副,1112.0
4711,融合,rónghé,to blend; to merge,6,动,1113.0
4712,融化,rónghuà,to melt,6,动,1114.0
4713,容量,rónɡliàng,capacity,6,名,1115.0
4714,融入,róngrù,to integrate into,6,动,1116.0
4715,荣誉,rónɡyù,honor,6,名,1117.0
4716,柔软,róurǎn,soft,6,形,1118.0
4717,入境,rùjìng,to enter a country,6,动,1119.0
4718,入门,rùmén,to get started; to learn the basics; introduction,6,动、名,1120.0
4719,入选,rùxuǎn,to be selected,6,动,1121.0
4720,弱点,ruòdiǎn,weakness; weak point,6,名,1122.0
4721,撒,sǎ,to sprinkle,6,动,1123.0
4722,塞,sāi,to stuff; to squeeze; cork,6,动、名,1124.0
4723,赛事,sàishì,competition event,6,名,1125.0
4724,散,sǎn,to scatter,6,动,1126.0
4725,散文,sǎnwén,prose,6,名,1127.0
4726,散,sàn,to scatter; to disperse,6,动,1128.0
4727,散发,sànfā,to emit; to give off,6,动,1129.0
4728,嗓子,sǎngzi,throat,6,名,1130.0
4729,丧失,sàngshī,to lose,6,动,1131.0
4730,扫描,sǎomiáo,to scan,6,动,1132.0
4731,杀,shā,to kill,6,动,1133.0
4732,刹车,shāchē,to brake; brake,6,动、名,1134.0
4733,鲨鱼,shāyú,shark,6,名,1135.0
4734,筛选,shāixuǎn,to screen; to filter,6,动,1136.0
4735,山顶,shāndǐng,mountaintop,6,名,1137.0
4736,山峰,shānfēng,mountain peak,6,名,1138.0
4737,山坡,shānpō,mountain slope,6,名,1139.0
4738,闪,shǎn,to flash,6,动,1140.0
4739,闪电,shǎndiàn,lightning,6,名,1141.0
4740,扇,shàn,measure word for doors; windows,6,量,1142.0
4741,商标,shāngbiāo,trademark,6,名,1143.0
4742,伤口,shāngkǒu,wound,6,名,1144.0
4743,伤亡,shāngwáng,to be injured; casualties,6,动、名,1145.0
4744,伤员,shāngyuán,wounded person,6,名,1146.0
4745,上当,shàngdàng,to be cheated; to fall for a trick,6,动,1147.0
4746,上级,shàngjí,superior; higher level,6,名,1148.0
